0,10.60
1,0.90
2,0.72
3,9.48
4,5.05
5,5.92
6,3.95
7,2.77
8,6.73
9,4.44
10,-1.36
11,3.14
12,3.92
13,1.10
14,-2.31
15,1.27
16,1.31
17,1.08
18,7.32
19,6.59
20,-0.76
21,1.14
22,5.36
23,2.26
24,0.35
25,5.56
26,-0.44
27,8.34
28,4.06
29,2.69
30,1.63
31,4.51
32,0.63
33,4.16
34,4.17
35,-0.51
36,-1.59
37,-0.51
38,6.05
39,6.41
40,1.17
41,2.21
42,3.56
43,-0.39
44,8.73
45,4.22
46,1.07
47,-0.15
48,5.87
49,1.19
50,0.77
51,0.64
52,3.69
53,6.84
54,1.59
55,6.70
56,-2.04
57,-0.71
58,3.00
59,1.50
60,6.36
61,6.78
62,3.59
63,0.68
64,1.36
65,-1.74
66,7.15
67,3.76
68,6.37
69,4.50
70,3.23
71,0.67
72,2.66
73,6.80
74,6.96
75,1.55
76,3.15
77,6.56
78,2.18
79,3.67
80,-0.58
81,4.82
82,5.40
83,4.70
84,-1.33
85,4.95
86,4.42
87,1.41
88,7.74
89,2.53
90,6.63
91,4.95
92,-1.41
93,4.51
94,5.53
95,4.03
96,-0.68
97,6.01
98,4.29
99,7.02
100,5.58
101,6.67
102,2.58
103,-0.29
104,-1.12
105,2.78
106,2.94
107,0.23
108,2.32
109,6.09
110,5.03
111,3.89
112,2.96
113,6.55
114,10.37
115,5.96
116,9.90
117,2.20
118,7.11
119,6.72
120,4.94
121,-0.91
122,0.56
123,1.66
124,-0.52
125,0.88
126,2.72
127,2.08
128,6.69
129,3.22
130,9.09
131,2.78
132,8.14
133,2.14
134,5.93
135,-0.56
136,7.78
137,1.16
138,0.96
139,0.89
140,1.46
141,-0.65
142,3.65
143,5.36
144,10.20
145,6.19
146,3.05
147,-1.45
148,3.50
149,1.95
150,0.22
151,4.71
152,1.82
153,0.72
154,1.86
155,4.80
156,6.54
157,5.65
158,8.53
159,5.62
160,-1.13
161,8.06
162,3.70
163,6.58
164,-0.84
165,3.20
166,1.05
167,-1.70
168,5.08
169,9.67
170,2.51
171,-0.82
172,3.15
173,6.54
174,0.24
175,2.45
176,7.23
177,3.62
178,2.30
179,3.41
180,-0.37
181,4.04
182,0.52
183,9.22
184,2.22
185,0.40
186,3.82
187,8.26
188,7.93
189,1.08
190,4.24
191,0.72
192,0.81
193,0.30
194,9.14
195,0.44
196,5.05
197,1.34
198,3.04
199,1.30
200,1.65
201,3.86
202,1.50
203,1.41
204,8.65
205,3.93
206,5.65
207,3.80
208,4.00
209,1.05
210,5.37
211,-3.17
212,12.94
213,5.10
214,3.65
215,3.86
216,9.18
217,4.69
218,1.93
219,7.33
220,10.20
221,11.83
222,-1.39
223,7.19
224,-1.38
225,1.27
226,0.94
227,1.71
228,4.17
229,0.65
230,10.86
231,3.56
232,-1.90
233,3.61
234,3.22
235,5.57
236,-2.46
237,0.08
238,2.03
239,0.12
240,8.28
241,4.12
242,1.82
243,2.65
244,6.39
245,0.86
246,0.57
247,7.89
248,6.44
249,5.21
250,7.05
251,2.12
252,-2.91
253,3.54
254,4.60
255,1.19
256,-0.09
257,3.73
258,3.63
259,-2.55
260,7.17
261,1.68
262,2.17
263,3.98
264,3.39
265,1.32
266,4.08
267,1.43
268,2.20
269,4.73
270,1.48
271,4.24
272,0.86
273,8.87
274,6.31
275,6.79
276,0.31
277,4.41
278,12.07
279,7.22
280,5.08
281,4.81
282,4.99
283,1.81
284,2.54
285,9.06
286,7.09
287,1.82
288,4.45
289,6.62
290,1.71
291,2.21
292,2.82
293,3.49
294,0.48
295,4.00
296,2.52
297,-1.91
298,3.94
299,1.49
300,5.56
301,10.18
302,-1.01
303,7.47
304,-1.32
305,0.76
306,7.89
307,0.64
308,2.96
309,1.28
310,2.90
311,6.02
312,3.61
313,6.60
314,1.47
315,0.41
316,8.03
317,0.26
318,2.12
319,9.75
320,5.55
321,1.88
322,11.22
323,0.50
324,6.17
325,0.12
326,8.44
327,6.44
328,6.66
329,4.70
330,2.12
331,5.50
332,8.66
333,5.84
334,11.48
335,-4.02
336,3.84
337,8.63
338,4.14
339,-0.87
340,4.73
341,8.23
342,-1.38
343,8.64
344,3.46
345,2.61
346,3.87
347,1.28
348,-0.08
349,6.28
350,6.30
351,2.30
352,0.15
353,2.20
354,6.02
355,1.93
356,4.70
357,-0.63
358,-0.59
359,8.77
360,4.13
361,0.96
362,-0.57
363,-3.14
364,4.05
365,-0.56
366,9.67
367,6.07
368,6.97
369,4.90
370,2.04
371,2.90
372,7.65
373,7.08
374,-0.72
375,0.29
376,7.81
377,5.31
378,6.64
379,1.96
380,9.36
381,5.48
382,4.83
383,3.86
384,4.46
385,-1.05
386,5.86
387,6.03
388,-0.09
389,1.99
390,3.67
391,-1.16
392,-1.33
393,3.46
394,2.14
395,4.50
396,2.78
397,4.47
398,-2.15
399,0.09
400,4.38
401,3.49
402,8.94
403,5.61
404,-2.48
405,3.28
406,6.43
407,2.34
408,2.87
409,3.81
410,8.34
411,7.12
412,10.09
413,4.27
414,5.31
415,7.45
416,-1.42
417,1.41
418,2.40
419,2.93
420,-2.05
421,0.44
422,3.03
423,6.01
424,5.18
425,1.42
426,-1.84
427,5.77
428,-0.11
429,1.02
430,9.29
431,4.87
432,2.25
433,1.34
434,3.79
435,1.57
436,2.01
437,7.95
438,7.50
439,6.82
440,-0.83
441,5.00
442,2.68
443,4.83
444,6.65
445,-2.67
446,4.34
447,2.56
448,0.36
449,2.19
450,3.37
451,5.31
452,-1.72
453,2.49
454,3.36
455,1.76
456,5.12
457,8.12
458,-1.38
459,6.96
460,7.39
461,2.76
462,2.18
463,0.95
464,4.10
